required_skills,candidate_skills,expected_gap
"Data Analysis, Salesforce, Presentation Skills, Django, Git, Budgeting, Google Cloud, Brand Strategy, Investment Analysis","Brand Strategy, Budgeting, Data Analysis, Django, ETL, Financial Analysis, Git, Google Cloud, MLOps, Power BI, Presentation Skills, Project Management, Salesforce, Valuation",
"Surgery, Swift, Financial Reporting, C#, Human Resources, Git, TensorFlow, Advocate",".NET, Advocate, Corporate Finance, Financial Reporting, Git, HR, SQL, Swift, TensorFlow",Surgery
"SEM, Strategic Planning, Closing Deals, Data Engineering, Pediatrics, Leadership, Talent Acquisition, Change Management","Change Management, Closing Deals, Kubernetes, Leadership, Medical Practitioner, Pediatrics, SEO, Strategic Planning, Talent Acquisition",Data Engineering
"Salesforce, Ruby, Surgery, Account Executive, Taxation, Flask, Medical Practitioner","ASP.NET, Account Executive, Data Analysis, DevOps, Flask, Internal Medicine, Online Marketing, Ruby, Taxation","Salesforce, Surgery, Medical Practitioner"
"Taxation, Program Management, B2C Sales, Negotiation Skills, Strategic Planning, Data Engineering, Valuation, Key Account Management, Problem Solving, Lead Generation","Accounting, B2C Sales, Data Engineering, Key Account Management, Lead Generation, Market Research, Negotiation Skills, Problem Solving, Project Management, Strategic Planning, Valuation",Taxation
"Recruitment, Jenkins, Critical Thinking, Lead Generation, Intellectual Property Law, Certified Public Accountant, Surgery, Vue, Spring Boot","Certified Public Accountant, Critical Thinking, Human Resources, Intellectual Property Law, Jenkins, Recruitment, Surgery","Lead Generation, Vue, Spring Boot"
"ASP.NET, Program Management, Contract Drafting, Performance Marketing, Mediation, Online Marketing, Talent Acquisition, Lead Generation","ASP.NET, Contract Drafting, Performance Marketing, Program Management, Prospecting, Talent Acquisition, Terraform",Mediation
"Medical Practitioner, Internal Medicine, Python, Mediation, Power BI, CI/CD, Financial Analysis",".NET, CI/CD, Civil Law, Mediation, Medical Practitioner, Power BI, Python","Internal Medicine, Financial Analysis"
"Social Media Marketing, Mediation, Spring Boot, FastAPI, Python, Online Marketing, Medical Ethics, Vue","FastAPI, Mediation, Node.js, Python, Social Media Marketing, Spring Boot, Training and Development, Vue","Online Marketing, Medical Ethics"
"Advocate, Flask, Kubernetes, Budgeting, Chartered Accountant, Salesforce, Linux","Advocate, Budgeting, CA, Certified Public Accountant, Linux, Radiology, Salesforce","Flask, Kubernetes"
"MLOps, Civil Law, Diagnosis, Performance Marketing, Flask, Docker, Linux","Civil Law, Diagnosis, Docker, Flask, Lead Generation, Linux, MLOps",Performance Marketing
"Negotiation, Go, Financial Analysis, Tableau, Logistics, Training and Development, Hadoop, Legal Research, CRM, Swift","CRM, Compliance, Financial Analysis, Go, Hadoop, Linux, Logistics, Negotiation, Surgery, Swift, Tableau, Training and Development",Legal Research
"Team Leadership, Data Analysis, Radiology, Angular, JavaScript, Creativity, React, C++","Angular, C++, Creativity, Data Analysis, Data Engineering, Docker, JavaScript, Leadership, Radiology, React, Salesforce, Team Leadership",
"Corporate Finance, Node.js, Training and Development, Tableau, Machine Learning, Strategic Planning",".NET, Business Development, Corporate Finance, Deep Learning, Node.js, Strategic Planning, Tableau, Training and Development",
"Physician, Azure, Internal Medicine, .NET, Corporate Finance, Data Analysis",".NET, Attorney, Azure, Data Analysis, Data Warehousing, Git, Internal Medicine, Physician",Corporate Finance
"Google Cloud, PHP, Portfolio Management, Mediation, Prospecting, Project Management, ASP.NET, Account Executive","ASP.NET, Change Management, GCP, Mediation, PHP, Portfolio Management, Project Management, Python, Sales",Prospecting
"C++, Marketing Analytics, R, Radiology, GAAP, Advocate","Attorney, Business Development, Marketing Analytics, Portfolio Management, Radiology","C++, R, GAAP"
"Forecasting, Prospecting, Vue, Problem Solving, CA, Google Cloud, Compensation and Benefits, Swift, Data Warehousing","CA, Data Warehousing, Forecasting, Google Cloud, Lead Generation, Litigation, Problem Solving, Swift","Vue, Compensation and Benefits"
"Key Account Management, Leadership, Financial Analysis, Marketing Analytics, Orthopedics, Chartered Accountant, Presentation Skills","Chartered Accountant, Investment Analysis, Marketing Analytics, Presentation Skills, Taxation","Key Account Management, Leadership, Orthopedics"
"Certified Public Accountant, Investment Analysis, Kubernetes, Tableau, Product Management, Content Marketing","Certified Public Accountant, Content Marketing, Doctor, Product Management, Tableau, Team Leadership","Investment Analysis, Kubernetes"
"Pediatrics, Django, Time Management, FastAPI, Employee Engagement, Git, Legal Research, Vue","Clinical Research, Closing Deals, Django, Employee Engagement, FastAPI, Pediatrics, Portfolio Management, Time Management, Vue","Git, Legal Research"
"Vue, Power BI, Git, Adaptability, Containerization, Machine Learning, Computer Vision","Adaptability, Computer Vision, FastAPI, Git, Kubernetes, Machine Learning, Power BI, Vue",
"Financial Analysis, NoSQL, Performance Marketing, Equity Research, DevOps, Spring Boot, Email Marketing","Adaptability, Critical Thinking, Equity Research, Kubernetes, Lead Generation, NoSQL, Performance Marketing, Spring Boot","Financial Analysis, DevOps, Email Marketing"
"Kubernetes, Linux, GCP, C++, .NET Core, SEO, CI/CD, PyTorch, Litigation",".NET Core, CI/CD, GAAP, Google Cloud, Kubernetes, Linux, PyTorch","C++, SEO, Litigation"
"NoSQL, Orthopedics, Kotlin, Data Engineering, Problem Solving, Doctor","Closing Deals, Data Engineering, Doctor, Key Account Management, Kotlin, Orthopedics, Problem Solving",NoSQL
"MLOps, Ruby, Marketing Analytics, CRM, Performance Management, Civil Law, Change Management, Medical Ethics, .NET Core",".NET Core, CRM, Certified Public Accountant, Civil Law, Logistics, MLOps, Marketing Analytics, Medical Ethics, Performance Management, Ruby, Time Management, Training and Development",Change Management
"Leadership, Compensation and Benefits, Valuation, Attorney, Prospecting, ETL, Go, Forecasting","Attorney, Compensation and Benefits, ETL, Forecasting, Go, Kubernetes, Leadership, NLP","Valuation, Prospecting"
"Brand Strategy, Lead Generation, Program Management, .NET, SEO, Critical Thinking, Attorney",".NET, Attorney, Brand Strategy, DevOps, Negotiation Skills, SEM, TensorFlow","Lead Generation, Program Management, Critical Thinking"
"Stakeholder Management, Corporate Finance, Data Analysis, Recruitment, SQL, Spring Boot, .NET, Social Media Marketing, SEO",".NET, Corporate Finance, Data Analysis, Recruitment, Spring Boot, Stakeholder Management, TypeScript","SQL, Social Media Marketing, SEO"
"Creativity, Jenkins, AWS, Project Management, GAAP, Angular, CA","AWS, Accounting, Creativity, GAAP, Jenkins, Lawyer, Presentation Skills, Project Management, Risk Management, Spark",Angular
"Creativity, Data Analysis, Certified Public Accountant, Investment Analysis, CRM, Terraform, Data Warehousing","Creativity, Data Warehousing, Derivatives, Investment Analysis, Kubernetes, Presentation Skills, Process Improvement, Social Media Marketing","Data Analysis, Certified Public Accountant, CRM, Terraform"
"Risk Management, Vue, Content Marketing, Bookkeeping, Forecasting, Computer Vision, Flask","Azure, Bookkeeping, Computer Vision, Content Marketing, Flask, Forecasting, Prospecting, Python, Vue",Risk Management
"Advocate, Medical Practitioner, Compliance, Computer Vision, Civil Law, Talent Acquisition","Civil Law, Compliance, Medical Practitioner, NLP, Radiology, Talent Acquisition","Advocate, Computer Vision"
"Ruby, CRM, TypeScript, Forecasting, Business Development, Kubernetes","Account Executive, CRM, Data Warehousing, Forecasting, Kubernetes, Orthopedics, Pediatrics, Ruby, SQL, Training and Development, TypeScript",
"Swift, Docker, Risk Management, Tableau, Hadoop, Criminal Law, Agile",".NET, Advocate, Agile, Computer Vision, Containerization, Criminal Law, Hadoop, Python, Risk Management, Swift, Tableau",
"Flask, CRM, Medical Ethics, Power BI, FastAPI, Go, Tableau, Data Engineering, Key Account Management","CRM, Civil Law, Data Engineering, Digital Marketing, FastAPI, Key Account Management, Litigation, Medical Ethics, Power BI, Tableau","Flask, Go"
"R, Account Executive, Medical Practitioner, Cardiology, SEM, Lead Generation, Leadership, .NET Core, MLOps",".NET Core, Business Development, Flask, Logistics, MLOps, Physician, R, Risk Management, SEO, Sales","Cardiology, Lead Generation, Leadership"
"Ruby, Compensation and Benefits, Problem Solving, Logistics, DevOps, Google Cloud, Patient Examination, Data Analysis, Computer Vision","Angular, Data Analysis, Derivatives, Google Cloud, Logistics, Problem Solving, Spring Boot","Ruby, Compensation and Benefits, DevOps, Patient Examination, Computer Vision"
"Scrum, Contract Drafting, Agile, Equity Research, B2B Sales, Process Improvement, Pediatrics, C++, Creativity","Agile, B2B Sales, CRM, Contract Drafting, Creativity, Equity Research, Process Improvement, Scrum","Pediatrics, C++"
"Bookkeeping, Civil Law, Account Executive, Advocate, Human Resources, Problem Solving, Clinical Research, SQL, Data Analysis, B2B Sales","Advocate, Bookkeeping, Business Development, Civil Law, Clinical Research, IFRS, Problem Solving, SQL","Human Resources, Data Analysis, B2B Sales"
"Corporate Finance, B2C Sales, Recruitment, Docker, Google Ads, Git, Salesforce, Diagnosis",".NET, ASP.NET, B2C Sales, Change Management, Corporate Finance, Data Engineering, Diagnosis, Git, Google Ads, Kubernetes, Litigation, Recruitment",Salesforce
"Employee Engagement, Corporate Law, Git, Project Management, Teamwork, PHP, Data Analysis, TensorFlow","Corporate Law, Data Analysis, Git, Intellectual Property Law, PHP, Program Management, Project Management, Ruby, Teamwork, TensorFlow, Terraform",Employee Engagement
"CA, Recruitment, Negotiation Skills, Patient Examination, Data Warehousing, Clinical Research, Creativity","Accounting, Clinical Research, Creativity, Data Warehousing, Patient Examination, Performance Marketing, Recruitment, SEM",Negotiation Skills
"Tableau, Lead Generation, Criminal Law, Supply Chain Management, TypeScript, C#, Clinical Research",".NET Core, B2B Sales, CA, Clinical Research, Criminal Law, Litigation, Prospecting, Recruitment, Supply Chain Management","Tableau, TypeScript"
"Cardiology, Financial Analysis, Process Improvement, Contract Drafting, Adaptability, Kubernetes, Java","Adaptability, Bookkeeping, Cardiology, Closing Deals, Containerization, Contract Drafting, Investment Analysis, Java, Process Improvement, Prospecting",
"Hadoop, MLOps, Logistics, Brand Strategy, .NET, Corporate Law, Forecasting, Linux",".NET, Brand Strategy, Compensation and Benefits, Content Marketing, Corporate Law, Forecasting, GAAP, Hadoop, Leadership, Linux, MLOps, Tableau",Logistics
"Employee Engagement, Salesforce, Data Engineering, Scrum, ETL, CRM, FastAPI, Radiology","CRM, Content Marketing, ETL, Employee Engagement, Equity Research, FastAPI, Medical Practitioner, Radiology, Salesforce, Scrum",Data Engineering
"CA, Business Development, Adaptability, CRM, Orthopedics, Google Cloud, Radiology, Swift","Account Executive, Adaptability, CRM, GCP, MLOps, Online Marketing, Orthopedics, Radiology","CA, Swift"
"Criminal Law, Teamwork, Pediatrics, Jenkins, Budgeting, ETL, Node.js, Human Resources","Budgeting, Criminal Law, ETL, Git, HR, Internal Medicine, Jenkins, Node.js, Patient Examination, Pediatrics, Spring Boot",Teamwork
"Mediation, Medical Ethics, Advocate, Java, SQL, Program Management, Power BI, CA, C++","C++, CA, Data Warehousing, Java, Lawyer, Medical Ethics, Power BI, Program Management, SQL, Stakeholder Management, Valuation, Vue",Mediation
"Salesforce, Key Account Management, Internal Medicine, Process Improvement, Negotiation Skills, Project Management","Civil Law, Computer Vision, Process Improvement, Project Management, Salesforce","Key Account Management, Internal Medicine, Negotiation Skills"
"Google Ads, SEM, CI/CD, Online Marketing, TypeScript, Creativity","AWS, CI/CD, Creativity, Digital Marketing, Go, Google Ads, Google Cloud, Medical Practitioner, SEM, Swift",TypeScript
"Lawyer, GCP, Change Management, Market Research, Clinical Research, Machine Learning, Tableau, C#, Financial Analysis",".NET Core, Azure, Change Management, Clinical Research, Financial Analysis, GCP, Lawyer, Machine Learning, Market Research",Tableau
"PyTorch, Power BI, Account Executive, Process Improvement, Financial Reporting, Criminal Law, CRM, NLP, NoSQL","Business Development, Change Management, Criminal Law, FastAPI, Financial Reporting, NoSQL, Process Improvement, PyTorch","Power BI, CRM, NLP"
"Docker, Sales, Social Media Marketing, Internal Medicine, CRM, Account Executive","CRM, Docker, FastAPI, Google Cloud, Internal Medicine, Patient Examination, Sales, Social Media Marketing",
"C#, Linux, Data Engineering, Risk Management, Financial Reporting, Medical Practitioner","Compensation and Benefits, Corporate Law, Data Engineering, Financial Reporting, Linux, Medical Ethics, Medical Practitioner, Negotiation, Risk Management",C#
"Computer Vision, AWS, CI/CD, .NET Core, Deep Learning, Kubernetes, Intellectual Property Law, Presentation Skills, HR",".NET Core, AWS, CI/CD, Deep Learning, Intellectual Property Law, Kubernetes, Logistics, Supply Chain Management","Computer Vision, Presentation Skills, HR"
"Civil Law, Medical Practitioner, R, ASP.NET, Business Development, Budgeting",".NET Core, Budgeting, Chartered Accountant, Civil Law, Containerization, Lead Generation, Orthopedics, R, Sales, Supply Chain Management",Medical Practitioner
"MLOps, Scrum, Swift, C#, Deep Learning, Employee Engagement, Radiology, Talent Acquisition, Computer Vision","Cardiology, Computer Vision, Deep Learning, Employee Engagement, FastAPI, MLOps, Orthopedics, Product Management, Radiology, Scrum, Swift, Talent Acquisition",C#
"Budgeting, Google Cloud, Performance Management, JavaScript, Kubernetes, Corporate Law, Civil Law, SQL, Scrum","Audit, Budgeting, Civil Law, Corporate Law, Docker, Human Resources, Performance Management, SQL","Google Cloud, JavaScript, Scrum"
